x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x17,x18,x19
y,10000,33,z,n,y,M,M,n,p,n,c,26,s,22,G,a,e
y,10000,28,z,n,n,M,M,n,p,n,c,40,s,3,V,p,n
y,10000,25,z,n,n,M,M,n,p,n,p,0,m,6,V,a,e
y,9000,29,z,n,n,F,M,n,p,n,p,0,s,6,V,a,n
y,10000,32,z,n,n,F,M,n,p,n,p,0,m,3,G,a,n
y,10000,20,z,n,n,F,D,n,p,n,p,0,m,5,S,a,n
y,10000,16,z,n,n,M,S,n,p,n,c,24,m,20,J,a,e
y,9000,13,z,n,n,M,S,n,p,n,c,40,s,11,J,p,n
y,10000,11,z,n,n,F,S,n,p,n,c,10,m,2,V,a,n
y,10000,17,z,n,n,F,M,n,p,n,c,4,m,5,V,p,n
y,10000,10,z,n,n,F,S,n,p,n,c,14,m,2,S,a,e
y,10000,13,z,n,n,M,S,n,p,n,c,6,s,1,W,a,n
y,10000,10,z,n,n,F,S,n,p,n,c,2,m,2,V,a,n
y,9000,16,z,n,n,F,M,n,p,n,p,0,s,3,S,a,e
y,10000,42,z,n,n,F,M,n,p,y,c,20,m,24,J,v,n
y,10000,36,z,n,n,F,S,n,p,y,c,2,m,6,S,p,n
y,10000,25,z,n,n,M,S,n,p,y,c,20,m,20,P,p,n
y,10000,23,z,n,n,F,M,n,p,y,c,10,s,3,V,a,e
y,9000,26,z,n,n,F,M,n,p,y,c,2,m,2,J,a,n
y,10000,33,z,n,n,M,S,n,p,y,c,4,s,2,V,a,n
y,10000,35,z,n,n,F,M,n,p,y,p,0,m,30,V,a,h
y,10000,16,z,n,n,F,S,n,p,y,c,16,m,0,V,p,n
y,10000,19,z,n,n,F,D,n,p,y,c,4,m,3,V,a,e
y,10000,47,z,n,n,M,M,n,p,n,c,40,m,46,V,a,n
y,10000,46,z,n,n,F,D,n,p,n,p,0,m,46,V,a,n
y,9000,34,z,n,n,F,M,n,p,n,c,60,m,2,L,a,n
y,10000,13,z,n,n,F,S,n,p,n,c,20,s,8,E,a,n
y,10000,16,z,n,n,M,M,n,p,n,c,40,m,14,J,a,n
y,10000,45,z,n,n,M,D,n,p,y,p,0,s,16,V,p,n
y,10000,44,z,n,n,F,S,n,p,y,b,0,m,10,V,p,n
y,10000,45,z,n,n,M,M,n,p,y,c,0,m,1,V,a,s
y,10000,47,z,n,n,F,M,n,p,n,c,30,m,5,V,a,e
y,10000,46,z,n,n,F,M,n,p,n,c,10,m,21,S,a,n
y,10000,65,z,n,n,M,M,n,p,n,c,6,s,5,V,a,n
y,10000,54,z,n,n,F,S,n,p,n,c,20,s,25,D,a,n
y,10000,57,z,n,n,M,S,n,p,n,c,10,s,4,J,a,n
y,9000,46,z,n,n,M,M,n,p,n,c,60,m,6,J,a,n
y,10000,42,z,n,n,M,S,n,p,n,c,0,s,8,R,a,e
y,9000,44,z,n,n,F,M,n,p,n,c,24,m,26,J,p,n
y,9000,41,z,n,n,M,S,n,o,n,p,0,m,35,V,a,n
y,10000,45,z,n,n,F,S,n,o,n,p,0,s,38,V,p,n
y,10000,23,z,n,n,M,M,n,p,y,b,0,m,5,J,p,n
y,10000,39,z,n,n,F,M,n,p,n,b,0,s,40,S,a,s
y,10000,30,z,n,n,F,M,n,p,n,c,0,m,18,J,a,n
y,10000,28,z,n,n,M,M,n,p,n,c,0,m,4,S,a,s
y,10000,20,z,n,n,F,M,n,p,n,c,10,m,4,V,a,n
y,9000,20,z,n,n,M,D,n,p,n,c,10,s,30,V,a,n
y,9000,28,z,n,n,F,M,n,p,n,c,0,m,72,S,a,n
y,10000,39,z,n,n,F,S,n,o,n,c,30,m,7,V,a,n
y,9000,23,z,n,n,F,S,n,p,n,c,0,m,70,P,a,n
y,9000,21,z,n,n,M,M,n,p,n,c,0,m,6,J,p,n
y,10000,38,z,n,n,F,D,n,p,n,c,14,m,8,U,a,n
y,10000,29,z,n,n,M,M,n,p,n,c,18,m,6,A,a,e
y,10000,13,z,n,n,F,S,n,p,n,c,0,s,2,V,a,n
y,10000,19,z,n,n,F,S,n,p,y,c,20,m,0,S,p,n
y,10000,13,z,n,n,F,D,n,p,n,c,0,m,8,V,p,n
y,10000,19,z,n,n,F,S,n,p,n,c,30,m,17,V,p,n
y,10000,13,z,n,n,M,M,n,p,n,c,0,m,22,G,a,n
y,10000,11,z,n,n,F,M,n,p,n,c,0,s,37,V,a,n
y,10000,17,z,n,n,F,D,n,p,n,c,0,m,36,J,a,n
y,10000,15,z,n,n,F,M,n,p,n,c,2,m,12,V,v,n
y,9000,10,z,n,n,M,S,n,p,n,p,0,s,7,V,p,n
y,10000,26,z,n,n,M,M,n,p,n,p,0,m,1,V,a,n
y,10000,18,z,n,n,F,S,n,p,n,c,10,s,14,J,a,n
y,10000,10,z,n,n,M,S,y,p,n,c,20,m,2,V,a,n
y,10000,31,z,n,n,F,S,n,p,y,c,8,s,1,V,a,n
y,10000,10,z,n,n,M,M,n,p,y,c,16,m,1,D,a,n
y,10000,16,z,n,n,F,M,n,p,y,p,0,m,12,V,v,n
y,10000,33,z,n,n,F,S,n,p,n,c,60,m,3,V,a,n
y,10000,32,z,n,n,M,S,n,p,n,c,6,s,56,J,a,n
y,10000,18,z,n,n,M,M,n,p,n,c,22,m,16,V,a,n
y,10000,53,z,n,n,F,M,n,p,n,p,0,m,29,V,a,n
y,10000,53,z,n,n,M,M,n,p,n,p,0,m,14,V,a,n
y,10000,23,z,n,n,M,S,n,p,n,p,0,m,6,W,a,n
y,10000,31,z,n,n,F,S,n,p,n,p,0,m,7,J,a,n
y,10000,31,z,n,n,F,M,n,p,y,p,0,m,32,J,v,n
y,9000,25,z,n,n,F,M,n,p,n,p,0,m,14,J,a,n
y,10000,21,z,n,n,M,S,n,o,n,p,0,m,13,W,p,n
y,10000,18,z,n,n,F,S,n,p,n,p,0,s,18,N,a,n
y,10000,17,z,n,n,M,S,n,p,n,p,0,m,3,J,a,n
y,10000,24,z,n,n,F,M,n,p,n,c,6,m,8,J,p,n
y,9000,22,z,n,n,M,M,n,p,y,c,20,m,22,V,a,n
y,10000,20,z,n,n,F,M,n,p,n,c,6,m,2,W,a,n
y,10000,35,z,n,n,M,M,n,p,n,c,10,m,14,V,a,n
y,10000,27,z,n,n,M,M,n,p,n,p,0,m,16,J,p,n
y,10000,35,z,n,n,F,S,n,p,y,p,0,s,22,V,a,n
y,10000,13,z,n,n,F,M,n,p,n,c,10,m,10,V,a,n
y,10000,10,z,n,y,M,M,n,o,n,c,4,m,4,J,v,s
y,10000,19,z,n,n,M,M,n,p,n,c,20,m,2,V,a,n
y,10000,67,z,n,n,F,M,n,p,n,c,40,s,31,D,a,n
y,10000,45,z,n,n,F,M,n,p,n,p,0,m,3,V,a,e
y,10000,56,z,n,n,M,D,n,p,n,p,0,m,9,T,p,n
y,10000,58,z,n,n,M,S,n,p,n,c,16,s,28,J,a,n
y,10000,54,z,n,n,F,S,n,p,n,p,0,m,47,V,a,n
y,10000,48,z,n,n,F,M,n,p,n,p,0,m,47,V,a,n
y,9000,46,z,n,y,F,S,n,o,n,p,0,m,23,S,a,n
y,10000,44,z,n,n,F,M,n,p,n,p,0,m,4,W,a,n
y,10000,41,z,n,n,F,S,n,p,n,p,0,s,1,J,a,n
y,10000,50,z,n,n,F,S,n,p,n,c,20,m,8,P,p,n
y,10000,56,z,n,n,M,M,n,p,n,c,10,s,77,J,a,n
y,10000,54,z,n,n,M,M,n,p,n,c,18,m,20,J,a,n
y,10000,59,z,n,n,F,M,n,p,y,p,0,m,3,J,a,n
y,9000,54,z,n,n,F,M,n,p,n,p,0,m,22,V,a,e
y,10000,31,z,n,n,M,S,n,p,y,c,8,m,14,K,a,n
y,10000,37,z,n,n,F,M,n,p,n,p,0,s,17,V,a,n
y,9000,25,z,n,n,F,S,n,p,n,c,18,m,1,X,p,n
y,10000,36,z,n,n,F,M,n,p,n,c,10,m,3,V,a,n
y,10000,32,z,n,n,M,S,n,p,y,c,30,m,18,K,a,n
y,10000,30,z,n,y,M,M,n,o,n,c,20,m,7,G,a,n
y,9000,35,z,n,n,F,S,n,p,n,c,60,m,45,V,p,n
y,10000,30,z,n,n,M,M,n,p,n,p,0,m,2,J,a,n
y,10000,35,z,n,n,F,S,n,p,n,p,0,m,15,W,a,n
y,10000,20,z,n,n,F,M,n,p,n,p,0,s,12,G,a,n
y,10000,20,z,n,n,F,M,n,p,n,c,36,s,5,V,p,n
y,10000,20,z,n,n,M,M,n,p,n,c,6,m,9,W,a,n
y,9000,35,z,n,n,F,M,n,p,n,p,0,m,6,D,v,n
y,10000,37,z,n,n,M,S,n,p,n,c,8,m,3,V,p,n
y,10000,38,z,n,n,M,M,n,p,n,c,6,m,41,V,p,n
y,10000,28,z,n,n,M,S,n,p,n,b,0,m,1,J,a,e
y,10000,25,z,n,n,F,M,n,p,n,p,0,m,14,V,a,n
y,10000,21,z,n,n,F,D,n,p,n,c,24,s,13,V,a,n
y,10000,22,z,n,n,F,S,n,p,n,c,80,m,2,J,a,n
y,10000,21,z,n,n,F,M,n,p,n,c,6,m,9,S,a,n
y,10000,23,z,n,n,M,D,n,p,n,c,14,m,26,M,p,n
y,10000,31,z,n,n,M,M,n,p,n,c,6,m,3,J,a,n
y,10000,39,z,n,n,F,S,n,p,n,p,0,s,3,V,p,n
y,10000,24,z,n,n,M,M,n,p,n,p,0,m,22,V,v,n
y,10000,22,z,n,n,F,D,n,p,n,c,32,m,14,V,a,e
y,10000,26,z,n,n,M,S,n,p,n,c,18,m,36,J,a,n
y,10000,28,z,n,n,M,M,n,p,n,p,0,m,8,V,p,n
y,10000,26,z,n,n,F,M,n,p,n,p,0,m,4,S,a,n
y,10000,19,z,n,n,F,S,n,p,n,c,40,s,4,V,a,e
y,10000,13,z,n,n,F,M,n,p,n,c,44,m,2,V,a,n
y,10000,10,z,n,n,F,M,n,p,y,p,0,m,4,J,a,n
y,10000,19,z,n,n,F,M,n,p,n,p,0,s,7,P,a,n
y,10000,13,z,n,n,M,S,n,p,n,c,22,s,1,V,a,n
y,10000,10,z,n,n,F,M,n,p,n,p,0,s,8,V,p,n
y,10000,13,z,n,n,M,M,n,p,n,p,0,m,2,J,a,n
y,10000,13,z,n,n,M,S,n,p,y,c,28,m,5,J,a,n
y,9000,15,z,n,n,M,S,n,p,n,c,16,m,15,J,a,n
y,10000,19,z,n,n,M,M,n,p,n,c,20,m,20,P,a,n
y,10000,11,z,n,n,F,S,n,p,n,p,0,m,1,V,a,n
y,10000,10,z,n,n,M,S,n,p,n,c,20,s,73,W,a,n
y,10000,15,z,n,n,F,M,n,p,n,p,0,m,10,J,p,n
y,10000,13,z,n,n,F,M,n,p,n,p,0,s,16,V,a,n
y,10000,17,z,n,n,M,S,n,p,n,p,0,m,10,J,a,e
y,10000,12,z,n,n,M,M,n,p,n,p,0,m,5,V,a,e
y,10000,12,z,n,n,M,M,n,p,n,c,18,s,14,V,a,n
y,9000,12,z,n,n,F,M,n,p,y,p,0,s,16,P,a,n
y,10000,14,z,n,n,F,M,n,p,n,p,0,m,14,V,p,n
y,9000,12,z,n,n,F,S,n,p,n,c,8,m,7,J,a,s
y,10000,17,z,n,n,M,S,n,p,n,c,24,m,4,V,a,n
y,10000,14,z,n,n,M,S,n,p,n,c,14,s,4,D,p,n
y,10000,13,z,n,n,F,S,n,p,n,p,0,m,2,J,p,n
y,10000,14,z,n,n,M,M,n,p,n,p,0,m,16,J,p,n
y,10000,46,z,n,n,M,M,n,p,n,c,10,m,28,G,a,i
y,10000,20,z,n,n,M,M,n,p,n,c,4,m,16,G,a,n
y,9000,32,z,n,n,F,D,n,p,n,c,22,s,15,V,a,n
y,9000,30,z,n,n,F,M,n,p,n,p,0,m,3,S,a,n
y,10000,28,z,n,n,M,M,n,p,n,c,50,m,17,T,a,n
y,10000,35,z,n,n,F,M,n,p,n,c,22,m,12,M,a,n
y,10000,27,z,n,n,F,S,n,p,n,c,12,s,10,S,a,n
y,10000,33,z,n,n,F,M,n,p,n,c,6,m,50,V,a,n
y,9000,11,z,n,n,M,D,n,p,n,c,4,s,2,P,a,n
y,10000,18,z,n,n,F,M,n,p,n,c,6,m,16,J,v,n
y,10000,17,z,n,n,M,M,n,p,y,c,14,m,27,V,a,s
y,10000,43,z,n,n,M,M,n,p,y,c,18,m,2,T,a,n
y,9000,10,z,n,n,M,S,n,p,n,p,0,s,5,V,a,n
y,9000,21,z,n,n,F,M,n,p,n,c,32,m,37,U,a,n
y,10000,6,m,n,y,M,S,n,p,n,c,8,s,3,J,a,n
y,10000,3,t,n,n,M,M,n,p,n,c,30,m,7,Q,p,n
y,10000,4,s,y,n,F,S,n,p,n,c,12,m,21,V,a,n
y,10000,8,s,n,n,F,S,n,p,y,p,0,m,17,V,p,n
y,9000,7,u,n,y,M,M,n,o,n,p,0,m,15,J,v,n
y,10000,3,u,n,n,F,S,n,p,n,p,0,s,1,V,a,n
y,9000,5,s,n,n,M,M,n,p,n,p,0,s,1,P,a,n
y,10000,5,z,n,n,M,M,n,p,n,c,20,s,2,V,a,e
y,10000,7,z,n,n,M,S,n,p,n,c,20,s,3,A,a,n
y,10000,5,z,n,n,M,S,n,p,n,c,24,s,3,V,a,n
y,10000,7,z,y,n,M,M,n,p,n,c,24,s,0,V,a,n
y,10000,8,z,n,n,F,S,n,p,n,c,10,m,12,V,p,n
y,10000,8,z,n,n,M,S,n,p,n,c,20,s,2,J,a,h
y,9000,9,z,n,n,M,S,n,p,n,c,4,m,1,V,a,n
y,10000,7,z,n,n,M,S,n,p,n,c,2,s,3,P,p,n
y,10000,5,z,n,n,F,S,n,o,n,p,0,m,4,V,a,n
y,10000,4,z,y,y,M,S,n,p,n,c,16,s,3,S,p,n
y,9000,4,z,n,n,M,S,n,p,n,c,4,m,2,V,a,e
y,10000,3,z,y,n,F,S,n,p,y,c,4,m,2,V,a,e
y,9000,8,z,n,n,M,S,n,p,y,p,0,s,20,V,a,n
y,10000,9,z,n,n,F,M,n,p,n,c,0,m,12,V,a,n
y,10000,4,z,y,n,F,S,n,p,n,f,0,m,22,V,a,s
y,10000,5,z,n,n,F,S,n,p,y,c,60,s,14,V,a,n
y,10000,5,z,n,n,M,S,n,p,n,c,12,m,17,T,a,e
y,10000,4,z,n,n,F,S,n,p,n,c,10,m,46,V,a,n
y,9000,7,z,n,n,M,S,n,p,n,c,10,s,16,V,a,e
y,10000,3,z,n,n,M,S,n,p,n,c,14,s,2,V,a,n
y,10000,4,z,n,n,F,S,n,p,n,c,20,m,0,J,v,h
y,10000,4,z,n,n,M,S,n,p,n,p,0,m,6,J,a,n
y,9000,4,z,n,n,M,S,n,o,n,p,0,m,14,V,p,n
y,10000,7,z,n,n,M,S,n,p,n,p,0,m,4,V,a,n
y,10000,5,z,n,n,F,S,n,p,n,p,0,s,3,V,a,n
y,10000,5,z,n,n,M,M,n,p,n,p,0,m,2,V,p,n
y,9000,6,z,y,y,F,S,n,o,n,p,0,m,13,V,a,s
y,10000,7,z,n,n,F,S,n,p,n,p,0,m,3,V,a,n
y,10000,4,z,y,n,M,S,n,p,n,p,0,m,4,V,a,n
y,10000,7,z,n,y,M,S,n,o,n,p,0,s,9,J,p,n
y,9000,8,z,n,n,M,S,n,p,n,p,0,m,1,V,a,e
y,10000,7,z,y,n,M,S,n,p,n,c,10,m,36,J,a,e
n,10000,0,s,n,n,F,S,n,o,n,c,16,m,7,G,a,n
n,10000,1,v,n,n,F,S,n,o,n,c,20,m,35,G,a,n
n,10000,1,z,n,n,M,S,n,p,n,c,4,m,3,V,a,n
n,10000,1,z,y,y,F,S,n,p,n,c,4,m,0,V,v,n
n,10000,0,z,n,n,F,S,n,o,y,c,4,m,2,V,a,e
n,10000,2,z,n,n,F,S,n,p,n,c,30,m,7,V,a,n
n,10000,2,z,y,y,M,S,n,p,n,p,0,m,26,J,a,e
y,13000,47,w,n,n,F,M,n,p,n,p,0,m,68,J,a,n
y,12000,40,s,n,n,F,M,n,p,n,p,0,s,2,J,a,n
y,12000,26,c,n,n,M,S,n,p,n,c,4,s,17,V,a,n
y,12000,22,t,n,n,F,S,n,p,n,c,6,m,13,J,a,n
y,12000,15,n,n,n,M,S,n,p,n,c,6,s,13,J,a,n
y,12000,12,t,n,n,F,M,y,p,y,c,26,s,14,V,p,n
y,12000,56,a,n,n,F,S,n,p,n,c,32,m,67,Q,a,n
y,15000,21,s,n,n,F,S,n,p,y,c,20,m,11,V,p,n
y,15000,17,d,n,n,M,S,n,p,n,c,14,m,10,V,a,e
y,15000,36,t,n,n,M,M,n,p,n,c,16,s,36,S,p,n
y,15000,17,t,n,n,M,M,n,p,n,b,0,s,17,J,p,n
y,18000,29,t,n,n,M,M,n,p,n,b,0,s,10,V,a,n
y,12000,21,t,n,n,M,M,n,p,y,c,22,s,4,H,p,n
y,11000,47,t,n,n,M,D,n,p,n,p,0,m,40,S,a,n
y,11000,24,s,n,n,F,M,n,p,n,c,12,s,6,S,a,n
y,20000,38,v,n,n,M,M,n,p,n,c,8,s,3,S,a,n
y,12000,32,u,n,n,F,M,n,p,n,p,0,m,19,V,a,n
y,12000,10,s,n,n,M,S,n,p,y,c,10,m,4,S,a,n
y,12000,12,t,n,n,M,M,n,p,n,p,0,s,13,V,a,n
y,15000,16,u,n,n,F,S,n,p,n,p,0,s,1,V,a,n
y,12000,14,s,n,n,F,D,n,p,n,p,0,s,4,D,p,n
y,18000,22,g,n,n,M,M,n,p,n,c,2,m,15,V,a,n
y,12000,23,v,n,n,F,S,n,p,n,c,4,s,8,J,a,n
y,20000,44,t,n,n,M,M,n,p,n,c,50,s,28,V,a,n
y,15000,24,s,n,n,F,M,n,p,n,c,46,m,30,S,a,n
y,12000,27,v,n,n,M,S,n,p,n,b,0,s,8,S,a,s
y,23000,32,d,n,n,M,M,n,p,n,p,0,m,7,M,a,n
y,20000,41,z,n,n,M,M,n,p,n,c,8,m,48,V,a,n
y,12000,20,z,n,n,F,S,n,p,n,c,6,s,3,V,a,n
y,15000,33,z,n,n,M,M,n,p,n,c,16,m,1,J,a,n
y,13000,20,z,n,n,M,M,n,p,n,c,10,m,15,J,a,n
y,12000,22,z,n,n,F,M,n,p,n,c,4,m,2,D,a,h
y,25000,17,z,n,n,M,M,n,p,n,c,12,m,15,V,v,n
y,12000,12,z,n,n,F,M,n,p,n,c,12,m,1,V,a,n
y,11000,11,z,n,n,F,M,n,p,n,c,10,s,3,V,a,n
y,15000,28,z,n,n,F,M,n,p,y,c,28,m,7,V,a,n
y,15000,22,z,n,n,M,M,n,p,y,c,6,s,13,V,a,n
y,13000,34,z,n,n,F,M,n,p,y,c,20,s,8,V,a,n
y,12000,10,z,n,n,M,S,n,p,y,c,2,s,2,V,a,n
y,11000,19,z,n,n,M,S,n,p,y,c,30,s,2,V,p,n
y,12000,48,z,n,n,F,M,n,p,n,b,0,m,36,V,a,n
y,15000,55,z,n,n,M,M,n,p,n,p,0,s,10,H,a,n
y,15000,51,z,n,n,M,S,n,p,y,c,0,s,2,J,a,n
y,12000,60,z,n,n,F,S,n,p,n,c,0,m,9,T,a,e
y,11000,56,z,n,n,M,S,n,p,n,c,0,s,12,P,a,n
y,14000,41,z,n,n,F,M,n,p,n,c,60,s,30,V,a,n
y,18000,41,z,n,n,M,S,n,p,n,c,4,s,40,P,a,n
y,17000,65,z,n,n,M,M,n,p,n,c,4,m,12,V,p,n
y,12000,46,z,n,n,F,S,n,p,n,c,12,s,9,V,a,e
y,14000,43,z,n,n,F,S,n,p,n,c,0,m,14,V,a,n
y,15000,52,z,n,n,F,M,n,p,n,c,6,m,24,V,a,n
y,21000,25,z,n,n,F,M,n,p,n,b,0,m,2,J,p,n
y,14000,24,z,n,n,M,S,n,p,n,c,0,s,9,E,p,n
y,12000,25,z,n,n,M,M,n,p,n,c,2,s,25,V,a,e
y,14000,25,z,n,n,M,M,n,p,n,c,0,m,8,V,a,n
y,15000,35,z,n,n,F,M,n,p,n,c,60,m,6,G,a,e
y,12000,26,z,n,n,M,M,n,p,n,c,0,m,6,J,p,n
y,12000,28,z,n,n,F,S,n,p,n,c,0,m,58,J,a,n
y,12000,39,z,n,n,M,M,n,p,y,c,0,s,8,J,a,n
y,15000,25,z,n,n,M,M,n,p,n,c,0,s,6,V,a,n
y,15000,24,z,n,y,F,S,n,p,n,c,0,s,6,V,a,n
y,15000,31,z,n,n,F,M,n,p,n,c,0,s,5,S,a,n
y,14000,17,z,n,n,F,M,n,p,n,c,26,m,2,V,a,n
y,12000,10,z,n,n,M,S,n,p,n,c,0,m,4,D,v,n
y,15000,19,z,n,n,M,M,n,p,n,c,0,s,14,J,a,e
y,15000,12,z,n,n,F,S,n,p,n,c,0,s,15,P,a,n
y,15000,12,z,n,n,M,S,n,p,n,c,0,m,35,V,a,n
y,20000,19,z,n,n,F,M,n,p,n,c,20,m,15,V,a,h
y,20000,12,z,n,n,F,S,n,p,n,c,60,m,17,V,a,n
y,12000,17,z,n,n,F,M,n,p,y,c,30,m,26,S,p,n
y,15000,57,z,n,n,F,M,n,p,n,p,0,m,11,V,v,n
y,12000,22,z,n,n,M,S,n,p,n,c,20,s,70,P,a,n
y,12000,29,z,n,n,M,D,n,p,n,c,8,m,16,J,a,n
y,14000,27,z,n,n,M,M,n,p,n,c,20,m,4,V,v,n
y,12000,23,z,n,n,F,S,n,p,n,c,20,m,52,V,a,n
y,12000,30,z,n,n,M,M,n,p,n,c,20,m,16,J,p,n
y,15000,32,z,n,n,M,S,n,p,n,c,24,s,1,V,a,s
y,14000,28,z,n,n,F,S,n,p,n,c,2,m,4,J,a,n
y,13000,37,z,n,n,F,M,n,p,n,c,40,m,20,J,p,n
y,15000,15,z,n,n,F,M,n,p,n,b,0,m,6,J,p,n
y,12000,17,z,n,n,F,S,n,p,n,b,0,s,17,P,a,n
y,12000,16,z,n,n,F,S,n,p,n,c,20,m,42,V,p,n
y,12000,15,z,n,n,F,M,n,p,n,c,10,s,11,J,a,e
y,12000,12,z,n,n,M,D,y,p,n,c,14,s,6,S,p,n
y,15000,17,z,n,n,F,M,n,p,n,c,48,m,44,V,a,n
y,14000,15,z,n,n,M,M,n,p,y,c,30,m,15,V,a,n
y,12000,14,z,n,n,F,M,n,p,y,c,60,m,9,J,a,n
y,15000,47,z,n,n,M,M,n,p,n,c,100,m,18,U,a,e
y,15000,48,z,n,n,F,M,n,p,n,p,0,s,16,S,a,n
y,19000,29,z,n,n,F,S,n,p,y,c,14,s,16,V,a,n
y,12000,19,z,n,n,M,S,n,p,n,c,10,m,33,V,a,n
y,12000,15,z,n,n,F,M,n,p,n,c,40,m,7,J,p,n
y,12000,18,z,n,n,F,S,n,p,n,c,30,m,1,W,v,n
y,12000,47,z,n,n,M,S,n,p,n,p,0,s,12,W,a,e
y,15000,49,z,n,n,M,M,n,p,n,p,0,m,12,V,v,n
y,11000,26,z,n,n,M,M,n,p,n,p,0,m,3,V,a,n
y,15000,36,z,n,n,F,S,n,p,y,p,0,s,2,V,a,n
y,15000,25,z,n,n,F,M,n,p,n,p,0,m,10,W,a,n
y,35000,18,z,n,n,M,M,n,p,n,p,0,m,2,Q,a,n
y,25000,20,z,n,n,M,M,n,p,n,b,0,m,2,J,a,n
y,12000,22,z,n,n,F,M,n,p,n,b,0,m,2,V,a,n
y,25000,22,z,n,n,M,S,n,p,n,c,120,m,6,V,a,e
y,21000,35,z,n,n,M,M,n,p,n,c,6,m,8,S,p,n
y,15000,24,z,n,n,F,S,n,p,n,c,36,s,0,V,a,n
y,11000,24,z,n,n,M,M,n,p,n,c,60,m,8,V,a,e
y,12000,21,z,n,n,M,M,n,p,y,c,16,m,14,V,p,n
y,15000,27,z,n,n,F,M,n,p,y,p,0,m,4,J,a,n
y,21000,34,z,n,n,F,M,n,p,n,p,0,m,14,J,a,n
y,20000,19,z,n,n,M,M,n,p,n,b,0,m,16,V,a,n
y,14000,16,z,n,n,M,M,n,p,y,c,30,m,16,V,a,n
y,17000,11,z,n,n,M,M,n,p,n,c,70,m,4,A,a,n
y,12000,13,z,n,n,M,S,n,p,n,c,30,m,12,S,a,n
y,15000,19,z,n,n,M,M,n,p,n,c,14,m,10,J,a,n
y,11000,18,z,n,n,M,S,n,p,n,c,20,m,14,J,a,n
y,12000,27,z,n,n,F,M,n,p,n,c,20,m,2,W,a,n
y,12000,31,z,n,n,M,M,n,p,y,c,20,m,1,V,p,n
y,20000,36,z,n,n,F,S,n,p,n,c,4,s,2,V,v,n
y,12000,42,z,n,n,M,S,n,p,n,p,0,m,12,V,a,n
y,12000,45,z,n,n,M,S,n,p,n,p,0,m,4,V,a,n
y,17000,60,z,n,n,F,S,n,p,n,p,0,s,32,V,v,n
y,12000,43,z,n,n,F,W,n,p,n,c,6,m,7,J,a,n
y,21000,57,z,n,n,M,S,n,p,n,c,16,s,30,J,p,n
y,20000,54,z,n,n,F,M,n,p,y,p,0,m,9,V,a,n
y,20000,41,z,n,n,M,S,n,p,n,p,0,m,4,V,a,n
y,12000,40,z,n,n,M,S,n,p,y,c,10,m,11,S,a,e
y,12000,40,z,n,n,F,M,n,p,n,p,0,m,43,V,p,n
y,12000,55,z,n,n,F,M,n,p,n,p,0,s,9,S,a,e
y,12000,44,z,n,n,F,S,n,p,y,p,0,m,17,S,p,n
y,13000,40,z,n,n,M,M,n,p,n,p,0,m,13,S,p,n
y,14000,24,z,n,n,F,S,n,p,n,c,40,m,7,P,a,h
y,20000,27,z,n,n,F,D,n,p,n,p,0,s,21,V,a,h
y,25000,26,z,n,n,M,S,n,p,n,p,0,m,4,V,a,n
y,13000,36,z,n,n,F,M,n,p,n,c,14,s,16,V,p,n
y,15000,26,z,n,n,F,S,n,p,n,p,0,m,9,J,a,n
y,12000,24,z,n,n,M,M,n,p,n,c,16,s,9,D,a,n
y,15000,30,z,n,n,F,M,n,p,n,c,34,m,3,J,a,n
y,15000,39,z,n,n,F,M,n,p,n,c,14,m,25,J,a,n
y,12000,35,z,n,n,F,S,n,p,n,p,0,s,6,V,a,n
y,12000,24,z,n,n,F,M,n,p,n,p,0,m,5,V,a,e
y,15000,23,z,n,n,M,M,n,p,n,p,0,m,8,V,v,n
y,12000,30,z,n,n,F,S,n,p,n,c,10,m,2,V,a,n
y,12000,23,z,n,n,F,S,n,p,n,p,0,s,1,S,a,n
y,12000,26,z,n,n,F,M,n,p,n,c,14,s,8,V,p,n
y,20000,30,z,n,n,F,S,n,p,n,c,40,s,42,V,a,n
y,12000,38,z,n,n,F,W,n,p,n,c,8,m,8,W,a,n
y,12000,29,z,n,n,M,S,n,p,n,p,0,m,4,V,a,s
y,12000,30,z,n,n,F,M,n,p,n,p,0,m,13,P,a,n
y,15000,34,z,n,n,F,S,n,p,n,b,0,s,18,S,a,e
y,12000,22,z,n,n,F,D,n,p,n,p,0,m,33,V,a,n
y,12000,28,z,n,n,F,M,n,p,n,c,14,m,5,P,p,n
y,15000,26,z,n,n,M,M,n,p,n,p,0,s,9,S,a,i
y,21000,22,z,n,n,M,S,n,p,n,c,8,s,16,V,a,n
y,12000,27,z,n,n,M,M,n,p,y,c,18,m,20,V,a,n
y,15000,36,z,n,n,F,M,n,p,n,c,16,m,4,X,a,n
y,12000,13,z,n,n,M,S,n,p,n,p,0,s,5,D,p,n
y,12000,19,z,n,n,M,M,n,p,y,c,20,s,2,V,p,n
y,14000,12,z,n,n,F,M,n,p,n,c,8,m,3,V,a,n
y,14000,13,z,n,n,M,M,n,p,n,p,0,m,12,S,p,n
y,12000,17,z,n,n,F,M,n,p,n,p,0,s,31,J,a,n
y,11000,10,z,n,n,M,M,n,p,n,p,0,m,2,J,a,n
y,15000,13,z,n,n,F,M,n,p,n,c,10,m,14,S,a,n
